Version, File, Buggy
1, hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java, No
1, hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java, Yes
1, hedwig-protocol/Makefile, No
1, hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java, Yes
1, scripts/hw.bash, Yes
1, hedwig-client/src/main/cpp/lib/util.cpp, Yes
1, hedwig-server/src/test/resources/log4j.properties, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java, Yes
1, conf/hw_server_sample.conf, No
1, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java, No
1, scripts/hwServer.sh, Yes
1, hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java, Yes
1, hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java, Yes
1, hedwig-client/src/main/cpp/lib/client.cpp, Yes
1, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java, Yes
1, hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java, Yes
1, hedwig-client/src/main/cpp/m4/ax_doxygen.m4, No
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java, No
1, hedwig-client/src/main/java/org/apache/hedwig/util/Either.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java, Yes
1, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java, No
1, hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java, No
1, doc/doc.txt, No
1, hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java, Yes
1, bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java, No
1, pom.xml, Yes
1, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java, Yes
1, hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java, Yes
1, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java, Yes
1, hedwig-client/src/main/cpp/inc/hedwig/exceptions.h, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java, Yes
1, hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java, No
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java, No
1, doc/hedwigBuild.textile, Yes
1, hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java, No
1, bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java, Yes
1, hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java, Yes
1, hedwig-client/src/main/cpp/m4/ax_boost_asio.m4, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java, No
1, hedwig-client/src/main/cpp/lib/clientimpl.h, Yes
1, hedwig-client/src/main/cpp/test/main.cpp, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java, No
1, hedwig-server/src/main/resources/p12.pass, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java, Yes
1, doc/bookkeeperStream.textile, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java, No
1, hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java, No
1, bookkeeper/README.txt, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java, No
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java, Yes
1, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java, No
1, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java, Yes
1, hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java, Yes
1, bookkeeper-server/bin/bookkeeper, Yes
1, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java, Yes
1, doc/bookkeeperOverview.textile, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java, Yes
1, doc/bookieRecovery.textile, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java, Yes
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java, No
1, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java, Yes
1, hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java, Yes
1, hedwig-client/src/main/cpp/test/subscribetest.cpp, Yes
1, hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java, Yes
1, hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java, No
1, conf/log4j.properties, No
1, hedwig-client/src/main/cpp/log4cpp.conf, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java, Yes
1, hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java, Yes
1, bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java, No
1, bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java, No
1, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java, No
1, conf/hw_client_sample.conf, No
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java, Yes
1, bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java, Yes
1, bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java, No
